Publisher;Number;Jan;Feb;Mrz;Apr;Mai;Jun;Jul;Aug;Sep;Okt;Nov;Dez;Bemerkung;;;;;;Publication Date
Antarctic Press;Gao (2018 series) #1; #1;;;;;;;;;;;;;;;;;;
Antarctic Press;Gold Digger (1999 series) #249; #249; #250;; #251; #252; #253; #254; #255; #256; #257; #258; #259;;;;;;;
Antarctic Press;Mobster Graveyard (2018 series) #1;;;;;;;;;; #1;;;;;;;;;
Antarctic Press;Plush (2018 series) #1;;;;;;;;; #1;;;;;;;;;;August 2018
Antarctic Press;Punchline (2018 series);;;;; #5;;; #6;;; #7;;;;;;;;
Antarctic Press;Rags (2018 series) #1;;;;;;;;; #1;; #2;;;;;;;;
Antarctic Press;Rochelle (2018 series) #1;;;;; #1;;;; #2;;;;;;;;;;
Antarctic Press;Shame of Thrones (2018 series) #1 - Bundle Up Winter Is Here;; #1 - Bundle Up Winter Is Here;;;;;;;;;;;;;;;;;January 2018
Antarctic Press;Steampunk Glamour Gazette (2018 series) #1;;;;; #1;;;;;;;;;;;;;;2018
Antarctic Press;The Tremendous Trump: Retromastered Edition (2017 series) ;;The Tremendous Trump: Retromastered Edition (2017 series) ;;;;;;;;;;;;;;;;;2017
Antarctic Press;Tremendous Trump A Man-Child Covfefe (2018 series) #1;;;; #1;;;;;;;;;;;;;;;2018
Antarctic Press;Tremendous Trump World War T (2018 series) #1;;;; #1;;;;;;;;;;;;;;;2018
Antarctic Press;Turnbuckle Titans - Nikolai Volkoff;;;#1;;;;;;;;;;;;;;;;
Antarctic Press;Unboy (2018 series) ;;Unboy (2018 series) ;;;;;;;;;;;;;;;;;2018
Antarctic Press;William the Last (2018 series) #1;;;;;;;;;; #1; #2; #3;;;;;;;
Archie;Archie (2015 series) #27; #27; #28; #29; #30;; #31; #32;;;;;;;;;;;;March 2018
Archie;Archie (2015 series) #699;;;;;;;;;; #699; #700;;;;;;;;November 2018
Archie;Archie (2016 series) #5;;;;; #5;;;;; #6;;;;;;;;;
Archie;Archie (Jumbo Comics) Double Digest (2011 series) #285; #285; #286; #287; #288; #289;; #290; #291; #292; #293; #294;;;;;;;;February 2018
Archie;Archie 1000 Page Comics Romp (2018 series) ;;;;;;;;;Archie 1000 Page Comics Romp (2018 series) ;;;;;;;;;;2018
Archie;Archie 1000 Page Comics Treasury (2018 series) ;;;Archie 1000 Page Comics Treasury (2018 series) ;;;;;;;;;;;;;;;;2018
Archie;Archie 1941 (2018 series) #1;;;;;;;;; #1; #2; #3;;;;;;;;November 2018
Archie;Archie and Friends Digital Digest;;#1;#2;#3;#4;#5;#6;;;;;;;;;;;;
Archie;Archie and Me (2018 series) #1;;;;;;;;;;; #1;;;;;;;;2018
Archie;Archie and Me Comics Digest (2017 series) #4; #4; #5;; #6; #7; #8; #9; #10; #11; #12; #13;;;;;;;;March 2018
Archie;Archie at Riverdale High v1;;v1;;;;;;;;;;;;;;;;;
Archie;Archie Christmas Spectacular (2019 series) #1;;;;;;;;;;;; #1;;;;;;;February 2019
Archie;Archie Giant Comics Bash (2018 series) ;;;;;;;;;;;Archie Giant Comics Bash (2018 series) ;;;;;;;;2018
Archie;Archie Giant Comics Roll (2018 series) ;Archie Giant Comics Roll (2018 series) ;;;;;;;;;;;;;;;;;;2018
Archie;Archie Giant Comics Surprise (2018 series) ;;;;;Archie Giant Comics Surprise (2018 series) ;;;;;;;;;;;;;;2018
Archie;Archie Halloween Spectacular (2018 series) ;;;;;;;;;;Archie Halloween Spectacular (2018 series) ;;;;;;;;;December 2018
Archie;Archie Meets Batman '66 (2018 series) #1;;;;;;; #1; #2; #3; #4; #5;;;;;;;;September 2018
Archie;Archie's Big Book (2017 series) #2 - Fantasy; #2 - Fantasy;;;;;;;;;;;;;;;;;;2018
Archie;Archie's Big Book (2017 series) #3 - Rock 'n' Roll;;;; #3 - Rock 'n' Roll;;;;;;;;;;;;;;;2018
Archie;Archie's Big Book (2017 series) #4 - Fairy Tales;;;;;;; #4 - Fairy Tales;;;;;;;;;;;;2018
Archie;Archie's Big Book (2017 series) #5 - Action Adventure;;;;;;;;;;;; #5 - Action Adventure;;;;;;;2018
Archie;Archie's Madhouse Mayhem (2018 series) ;;;;;;;;;;Archie's Madhouse Mayhem (2018 series) ;;;;;;;;;2018
Archie;Archie's Superteens versus Crusaders (2018 series) #1;;;;;; #1; #2;;;;;;;;;;;;August 2018
Archie;B&V Friends Double Digest Magazine (2011 series) #258; #258; #259;; #260; #261; #262; #263;;;; #265; #266;;;;;;;March 2018
Archie;B&V Friends Forever;;;;;At Movies;;Travel;;;B&V Friends Forever;;;;;;;;;June 2018
Archie;Best of Archie Americana (2017 series) #2 - Silver Age;;;; #2 - Silver Age;;;;;;;;;;;;;;;2018
Archie;Best of Archie Americana (2017 series) #3 - Bronze Age;;;;;;;; #3 - Bronze Age;;;;;;;;;;;
Archie;Best of Archie Comics Betty and Veronica (2014 series) #2;; #2;;;;;;;;;;;;;;;;;2018
Archie;Betty & Veronica (Jumbo Comics) Double Digest (1987 series) #260; #260;; #261; #262; #263; #264;; #265; #266; #267; #268;;;;;;;;March 2018
Archie;Betty & Veronica: Vixens (2017 series) #3; #2; #3; #4; #5; #6; #7; #8; #9; #10;;;;;;;;;;March 2018
Archie;Betty and Veronica (2018 series) #1;;;;;;;;;;;; #1;;;;;;;February 2019
Archie;Betty and Veronica Spectacular (2018 series) #1;;;;;;;; #1;;;;;;;;;;;
Archie;Cheryl Blossom (2018 series) #1;;;;;;;;;;; #1;;;;;;;;December 2018
Archie;Chilling Adventures in Sorcery (2018 series) ;Chilling Adventures in Sorcery (2018 series) ;;;;;;;;;;;;;;;;;;November 2017
Archie;Cosmo (2018 series) #1 - Space Aces;;;;;;;;;; #1 - Space Aces;;;;;;;;;[October] 2018
Archie;Cosmo (2018 series) #1; #1; #2; #3; #4; #5;;;;;;;;;;;;;;February 2018
Archie;Josie and the Pussycats (2017 series) #2; #2;;;;;;;;;;;;;;;;;;January 2018
Archie;Jughead the Hunger - Halloween Comicfest Edition (2018 series) #1;;;;;;;;;; #1;;;;;;;;;2018
Archie;Jughead: The Hunger (2017 series) #3; #3; #4;; #5; #6;; #7; #8;; #9; #10;;;;;;;;March 2018
Archie;Jughead's Time Police (2018 series) ;;;;Jughead's Time Police (2018 series) ;;;;;;;;;;;;;;;[April] 2018
Archie;Life with Archie (2018 series) #1;;;;;;;; #1;;;;;;;;;;;2018
;Life with Kevin (2018 series) #5;;;#5;;;;;;;;;;;;;;;;
Archie;Marvel Comics Digest (2017 series) #5;; #5;; #6;; #7;; #8;;;;;;;;;;;April 2018
Archie;Riverdale (2017 series) #10; #10;; #11;; #12;;;;;;;;;;;;;;March 2018
Archie;Riverdale (2017 series) #2;;; #2;;;;;; #3;;;;;;;;;;March 2018
Archie;Riverdale Digest (2017 series) #6; #6;; #7;;;;;;;;;;;;;;;;March 2018
Archie;Riverdale, FCBD Edition (2018 series) ;;;;;Riverdale, FCBD Edition (2018 series) ;;;;;;;;;;;;;;May 2018
Archie;The Archies (2017 series) #4; #4; #5;; #6; #7;;;;;;;;;;;;;;March 2018
Archie;The Black Hood (2017 series) #2 - The Lonely Crusade;;;;; #2 - The Lonely Crusade;;;;;; #3 - The Nobody Murders;;;;;;;;June 2018
Archie;The Complete Cosmo the Merry Martian (2018 series) ;;;;;;The Complete Cosmo the Merry Martian (2018 series) ;;;;;;;;;;;;;2018
Archie;The Fox (2014 series) #2 - Fox Hunt;;;;;;;; #2 - Fox Hunt;;;;;;;;;;;August 2018
Archie;The Mighty Crusaders (2018 series) #2; #2; #3; #4;;;;;;;;;;;;;;;;March 2018
Archie;Vampironica (2018 series) #1;;; #1;; #2;;;; #3; #4;; #5;;;;;;;May 2018
Archie;World of Archie (Jumbo Comics) Double Digest (2010 series) #75; #75; #76; #77;; #78; #79; #80; #81; #82; #83; #84;;;;;;;;March 2018
Archie;Your Pal Archie (2018 series) #1;; #1;;;;;;;;;;;;;;;;;March 2018
Aspen;Art of Aspen Vol3;;;Vol3;;;;;;;;;;;;;;;;
Aspen;Artifact One (2018 series) #0;;;;;;;; #0;; #1; #2; #3;;;;;;;
Aspen;Aspen Legacy (2018 series) ;Aspen Legacy (2018 series) ;;;;;;;;;;;;;;;;;;2018
Aspen;Aspen Legacy 15th Anniversary (One Shot) (2018 series) ;Aspen Legacy 15th Anniversary (One Shot) (2018 series) ;;;;;;;;;;;;;;;;;;January 2018
Aspen;Aspen Splash 2018 Swimsuit Spectacular (2018 series) ;;;;;;;Aspen Splash 2018 Swimsuit Spectacular (2018 series) ;;;;;;;;;;;;July 2018
Aspen;Aspen Universe: Decimation (2017 series) #4; #4;;;;;;;;;;;;;;;;;;January 2018
Aspen;Awaken Skies (2018 series) #0;;;;;; #0;;;;;;;;;;;;;June 2018
Aspen;Charismagic (2018 series) #1;; #1; #2; #3; #4; #5; #6;;;;;;;;;;;;February 2018
Aspen;Charismagic Primer (2018 series) #1;; #1;;;;;;;;;;;;;;;;;2018
Aspen;Charismagic Volume 2 Golden Realm (2018 series) ;;Charismagic Volume 2 Golden Realm (2018 series) ;;;;;;;;;;;;;;;;;2018
Aspen;Dellec (2018 series) #1;;;;;;;;; #1; #2; #3;;;;;;;;September 2018
Aspen;Dellec Primer (2018 series) ;;;;;;;;;Dellec Primer (2018 series) ;;;;;;;;;;September 2018
Aspen;Dissension: War Eternal (2018 series) #1;;;;;;; #1; #2; #3;;; #4;;;;;;;July 2018
Aspen;Executive Assistant Iris (2011 series) #4;;;;; #4;;;;;;;;;;;;;;[May] 2018
Aspen;Executive Assistant: Iris (2018 series) Vol5 1-5;;;;; #1; #2; #3; #4; #5;;;;;;;;;;May 2018
Aspen;Jirni (2018 series) Vol3 1-5;;; #1; #2; #3; #4; #5;;;;;;;;;;;;
Aspen;Jirni New Horizons (2018 series) ;;;Jirni New Horizons (2018 series) ;;;;;;;;;;;;;;;;
Aspen;Jirni Primer (2018 series) ;;;Jirni Primer (2018 series) ;;;;;;;;;;;;;;;;2018
Aspen;Lola XOXO (2016 series) #2;;;; #2;;;;;;;;;;;;;;;
Aspen;Lola XOXO (2017 series) #6; #6;;;;;;;;;;;;;;;;;;January 2018
Aspen;(Michael Turner's) Fathom (2018 series) #1;;;;;; #1;; #2; #3; #4; #5;;;;;;;;June 2018
Aspen;Michael Turner's Fathom Primer (2011 series) #[2];;;;;; #[2];;;;;;;;;;;;;June 2018
Aspen;(Michael Turner's) Soulfire (2018 series) #1;;;;;;; #1; #2; #3; #4; #5; #6;;;;;;;July 2018
Aspen;Michael Turner's Soulfire Primer (2018 series) #1;;;;;;; #1;;;;;;;;;;;;July 2018
Aspen;Mindfield (2018 series) #1;; #1;;;;;;;;;;;;;;;;;
Aspen;NuWay (2018 series) #1;;;;;;; #1; #2; #3; #4;;;;;;;;;July 2018
Aspen;Overtaken (2013 series) #5; #5;;;;;;;;;;;;;;;;;;
Aspen;Portal Bound (2018 series) #0;; #0;; #1; #2; #3; #4; #5;;;;;;;;;;;2018
Aspen;Psycho Bonkers (2018 series) #1;;; #1;;;;;;;;;;;;;;;;
Aspen;Shrugged 2 (2013 series) #5; #5; #6;;;;;;;;;;;;;;;;;January 2018
Aspen;Shrugged 3 (2018 series) #1;; #1; #2; #3; #4;;;;;;;;;;;;;;2018
Aspen;Shrugged Primer (2018 series) #[1];; #[1];;;;;;;;;;;;;;;;;February 2018
Aspen;The Adventures of Aspen Mascots 2018 (2018 series) #1;;;;;;;;;; #1;;;;;;;;;October 2018
Aspen;Worlds of Aspen 2018 (2018 series) #1;;;;;FCBD;;;;;;;;;;;;;;May 2018
Atlas Society Press;Anthem: The Graphic Novel (2018 series) ;;;;;;;Anthem: The Graphic Novel (2018 series) ;;;;;;;;;;;;2018
Avatar Press;(Alan Moore's) Cinema Purgatorio (2016 series) #13-16;; #13;;; #14;;; #15;;;; #16;;;;;;;April 2018
Avatar Press;Belladonna: Fire and Fury (2017 series) #2; #2; #4; #5; #6;; #7;; #8;; #9;#10;;;;;;;;December 2017
Avatar Press;Belladonna: Fire and Fury (2017 series) #3; #3;;;;;;;;;;;;;;;;;;
Avatar Press;Crossed Plus One Hundred: Mimic (2018 series) 1-6;;;; #1; #2; #3; #4;; #5; #6;;;;;;;;;May 2018
Avatar Press;Jungle Fantasy: Secrets (2018 series) #0;;;;;; #0; #1; #2; #3; #4;;;;;;;;;June 2018
Avatar Press;Jungle Fantasy: Survivors (2017 series) #8; #8;; #9;; #10;;;;;;;;;;;;;;
Avatar Press;Lookers: Ember (2017 series) #5; #5; #6;; #7;; #8;;;;;;;;;;;;;January 2018
Avatar Press;Uber (2014 series) #6;; #6;;;;;;;;;;;;;;;;;January 2018
Avatar Press;Über Invasion (2016 series) #11; #11; #12;;; #13;; #14; #15;; #16;;;;;;;;;January 2018
Avatar Press;Über Invasion (2016 series) #12;;;;;;;;;; #17;;;;;;;;;February 2018
Avatar Press;War Stories (2014 series) #26;; #26;;;;;;;;;;;;;;;;;January 2018
Avery Hill;Escape from Bitch Mountain (2018 series) ;;;;;;;;;;;Escape from Bitch Mountain (2018 series) ;;;;;;;;2018
Basement;Cavewoman: Marshville's Beauties (2018 series) ;;;;;;;;;;Cavewoman: Marshville's Beauties (2018 series) ;;;;;;;;;[October] 2018
Basement;Cavewoman: Moving Day (2018 series) ;;;;;;;;;;Cavewoman: Moving Day (2018 series) ;;;;;;;;;[October] 2018
Benitez Productions;Lady Mechanika FCBD (2016 series) #1;;;;; #1;;;;;;;;;;;;;;May 2018
Benitez Productions;Lady Mechanika HCF (2017 series) #1;;;;;;;;;; #1;;;;;;;;;October 2018
Benitez Productions;Lady Mechanika Oversized Edition (2017 series) #2;;;;; #2;;;;;;;;;;;;;;
Benitez Productions;Lady Mechanika: La Belle Dame Sans Merci (2018 series) #1;;;;;;; #1; #2;; #3;;;;;;;;;July 2018
Big City Comics;9/11 Graphic Novel (2018 series) ;9/11 Graphic Novel (2018 series) ;;;;;;;;;;;;;;;;;;2018
Biomekazoik;100% degradeable;;;#19;;;;#20;;;;;;;;;;;;
Birdcage Bottom Books;In the Future, We Are Dead (2018 series) ;;;;;;;In the Future, We Are Dead (2018 series) ;;;;;;;;;;;;2018
Black Mask Studios;Black (2018 series) #1;;;;;;;;;;; #1;;;;;;;;
Black Mask Studios;Black;Black;;;;;;;;;;;;;;;;;;November 2017
Black Mask Studios;Black AF Devil's Dye (2018 series) #1;;;;;;;;;;; #1;;;;;;;;
Black Mask Studios;Black AF: Widows & Orphans (2018 series) #1;;;; #1;;; #2;;; #3; #4;;;;;;;;[April] 2018
Black Mask Studios;Breathless (2018 series) #1;;; #1;; #2; #3;;; #4;;;;;;;;;;
Black Mask Studios;Calexit (2017 series) #2;; #2;;; #3;;;;;;;;;;;;;;[February] 2018
Black Mask Studios;Calexit - All Systems San Diego ;;;;;oneshot;;;;;;;;;;;;;;
Black Mask Studios;Clandestino (2018 series) ;Clandestino (2018 series) ;;;;;;;;;;;;;;;;;;2018
Black Mask Studios;Come Into Me (2018 series) #1;;; #1;; #2;;;; #3;; #4;;;;;;;;[March 14] 2018
Black Mask Studios;Devil Within (2018 series) #1;;;;;;;;;; #1; #2;;;;;;;;
Black Mask Studios;Eternal (2018 series) ;Eternal (2018 series) ;;;;;;;;;;;;;;;;;;2018
Black Mask Studios;Gravetrancers (2017 series) #2; #2;;; #3;;; #4;;;;;;;;;;;;
Black Mask Studios;Last Song (2017 series) #2;;;;;; #2;;;;;;;;;;;;;
Black Mask Studios;No Angel (2018 series) ;;;;;;;;;;;No Angel (2018 series) ;;;;;;;;2018
Black Mask Studios;Oh S#!t It's Kim & Kim (2018 series) #1;;;;;;; # #1;; # #2; # #3; # #4;;;;;;;;[July] 2018
Black Mask Studios;Quantum Teens Are Go (2018 series) #1;; #1;;;;;;;;;;;;;;;;;2018
Black Mask Studios;Sex Death Revolution (2018 series) #1;;;;;;;;;; #1; #2;;;;;;;;
Black Mask Studios;Snap Flash Hustle (2018 series) #1;;;;;;;;;;; #1;;;;;;;;
Black Mask Studios;Space Riders (2015 series) #2;;;;;; #2;;;;;;;;;;;;;2018
Black Mask Studios;Space Riders Galaxy of Brutality (2017 series) #4; #4;;;;;;;;;;;;;;;;;;January 2018
Black Mask Studios;Survival Fetish (2018 series) #1;;;; #1; #2;;; #3;; #4;;;;;;;;;
Black Mask Studios;The Forevers (2016 series) #5; #5;;;;;;;;;;;;;;;;;;
Black Mask Studios;We Are the Danger (2018 series) #1;;;;; #1;; #2;;; #3; #4;;;;;;;;2018
Black Mask Studios;The Wilds (2018 series) #1;; #1;; #2; #3;;; #4;; #5;;;;;;;;;
Blackbox Comics;I. T. The Secret World of Modern Banking (2017 series) #2;;;;;;;;;; #2;;;;;;;;;2018
Blackbox Comics;I. T. The Secret World of Modern Banking v2 (2017 series) #4; #4;; #5;;;;;;;;;;;;;;;;
BlindDeafGhost;Endgame;#1;;;;;;;;;;;;;;;;;;
Bliss On Tap Publishing;Weed Magic (2017 series) #2;;;; #2;;;;;;;;;;;;;;;
Blue Fox Comics;Gone;;#2;;;;;;;;;;;;;;;;;
Bongo;Bongo Comics Free-for-All! (2006 series) #2018;;;;; #2018;;;;;;;;;;;;;;[May] 2018
Bongo;Simpsons Comics (1993 series) #242; #242;;; #243;; #244;;;; #245;;;;;;;;;January 1, 2018
Bongo;Simpsons One-Shot Wonders: Chief Wiggum's Felonius Funnies (2018 series) ;;;;;;;;;Simpsons One-Shot Wonders: Chief Wiggum's Felonius Funnies (2018 series) ;;;;;;;;;;2018
Bongo;Simpsons One-Shot Wonders: Krusty (2018 series) #1;; #1;;;;;;;;;;;;;;;;;2018
Bongo;Simpsons One-Shot Wonders: The Mighty Moe Szyslak (2018 series) #1;;;;; #1;;;;;;;;;;;;;;2018
Boom! Studios;A Girl in the Himalayas (2018 series) ;;;;A Girl in the Himalayas (2018 series) ;;;;;;;;;;;;;;;April 2018
Boom! Studios;Abbott (2018 series) #1; #1; #2; #3; #4; #5;;;;;;;;;;;;;;
Boom! Studios;About Betty's Boob (2018 series) ;;;;;;About Betty's Boob (2018 series) ;;;;;;;;;;;;;June 2018
Boom! Studios;Adventure Time (2012 series) #15; #72; #73; #74; #75;;;;;;;;;;;;;;;August 2018
Boom! Studios;Adventure Time (2012 series) TPB;; #13;;; #14;;; #15;;;; #16;;;;;;;
Boom! Studios;Adventure Time / Regular Show (2017 series) #6; #4; #5; #6;;;;;;;;;;;;;;;;January 2018
Boom! Studios;Adventure Time Comics (2016 series) #19; #19; #20; #21; #22; #23; #24; #25;;;;;;;;;;;;January 2018
Boom! Studios;Adventure Time Comics (2017 series) #4;;; #4;;;;;;;;;;;;;;;;
Boom! Studios;Adventure Time Sugary Shorts (2014 series) #4;; #4;;;;;;;;;;;;;;;;;
Boom! Studios;Adventure Time with Fionna and Cake 2018 Free Comic Book Day Special (2018 series) ;;;;;Adventure Time with Fionna and Cake 2018 Free Comic Book Day Special (2018 series) ;;;;;;;;;;;;;;May 2018
Boom! Studios;Adventure Time: Beginning of the End (2018 series) #1;;;;; #1; #2; #3;;;;;;;;;;;;May 2018
Boom! Studios;Adventure Time: BMO Bonanza (2018 series) #1;;; #1;;;;;;;;;;;;;;;;March 2018
Boom! Studios;Adventure Time: Season 11 (2018 series) #1;;;;;;;;;; #1; #2; #3;;;;;;;October 2018
Boom! Studios;Big Trouble in Little China: Old Man Jack (2017 series) #5; #5; #6; #7; #8; #9; #10; #11; #12;;;;;;;;;;;
Boom! Studios;Black Badge (2018 series) #1;;;;;;;; #1; #2; #3; #4; #5;;;;;;;
Boom! Studios;Bodie Troll (2018 series) ;;Bodie Troll (2018 series) ;;;;;;;;;;;;;;;;;February 2018
Boom! Studios;Bone Parish (2018 series) #1;;;;;;; #1; #2; #3; #4;; #5;;;;;;;July 2018
Boom! Studios;Boom! Studios Summer Blast FCBD;;;;;Boom! Studios Summer Blast;;;;;;;;;;May 2016;;;;
Boom! Studios;Boom Box Mix Tape (2018 series) ;Boom Box Mix Tape (2018 series) ;;;;;;;;;;;;;;;;;;2018
Boom! Studios;By Night (2018 series) #1;;;;;; #1; #2; #3; #4;; #5; #6;;;;;;;June 2018
Boom! Studios;Capture Creatures (2018 series) ;;Capture Creatures (2018 series) ;;;;;;;;;;;;;;;;;2018
Boom! Studios;Charlie Brown (2018 series) ;;;;Charlie Brown (2018 series) ;;;;;;;;;;;;;;;April 2018
Boom! Studios;Coda (2018 series) #1;;;;; #1; #2; #3; #4; #5; #6; #7;;;;;;;;
Boom! Studios;Cyanide & Happiness: A Guide to Parenting by Three Guys with No Kids (2018 series) ;;;;Cyanide & Happiness: A Guide to Parenting by Three Guys with No Kids (2018 series) ;;;;;;;;;;;;;;;2018
Boom! Studios;Dodge City (2018 series) #1;; #1;; #2; #3; #4;;;;;;;;;;;;;March 2018
Boom! Studios;Farscape Omnibus (2018 series) #1; #1;;;;;;;;;;;;;;;;;;January 2018
Boom! Studios;Fence (2017 series) #3; #3; #4;; #5; #6; #7; #8; #9; #10; #11; #12;;;;;;;;January 2018
Boom! Studios;Firefly (2018 series) #1;;;;;;;;;;; #1; #2;;;;;;;November 2018
Boom! Studios;Firefly Legacy Edition (2018 series) #1;;;;;;;;;;; #1;;;;;;;;November 2018
Boom! Studios;Fraggle Rock Omnibus (2018 series) ;;;Fraggle Rock Omnibus (2018 series) ;;;;;;;;;;;;;;;;2018
Boom! Studios;Garfield 2018 TV or not TV (2018 series) ;;;;;;;;;TV or not TV;;;;;;;;;;
Boom! Studios;Garfield 2018 Vacation Time Blues (2018 series) ;;;;;Garfield 2018 Vacation Time Blues (2018 series) ;;;;;;;;;;;;;;May 2018
Boom! Studios;Garfield: Homecoming (2018 series) #1;;;;;; #1;;;;;;;;;;;;;June 2018
Boom! Studios;Giant Days (2015 series) #34; #34; #35; #36; #37; #38; #39; #40; #41; #42; #43; #44; #45;;;;;;;January 2018
Boom! Studios;Giant Days: Where Women Glow and Men Plunder (2018 series) #1;;;;;;;;;;;; #1;;;;;;;December 2018
Boom! Studios;Godshaper (2018 series) ;Godshaper (2018 series) ;;;;;;;;;;;;;;;;;;2018
Boom! Studios;Goldie Vance (2016 series) #4;;;; #4;;;;;;;;;;;;;;;April 2018
Boom! Studios;Grass Kings (2017 series) #11; #11; #12; #13; #14; #15;;;;;;;;;;;;;;January 2018
Boom! Studios;Gunnerkrigg Court (2008 series) #6; #6;;;;;;;;;;;;;;;;;;
Boom! Studios;Gunnerkrigg Court (2015 series) #5 - Refine;;;;;;;;;;;; #5 - Refine;;;;;;;
Boom! Studios;Heavy Vinyl (2018 series) ;;;;Heavy Vinyl (2018 series) ;;;;;;;;;;;;;;;2018
Boom! Studios;Irredeemable Premier Edition (2015 series) #5;;; #5;;;;;;;;;;;;;;;;
Boom! Studios;Jim Henson's Beneath The Dark Crystal (2018 series) #1;;;;;;; #1; #2;; #3; #4; #5;;;;;;;July 2018
Boom! Studios;Jim Henson's Fraggle Rock (2018 series) #1;;;;; #1; #2; #3; #4;;;;;;;;;;;May 2018
Boom! Studios;Jim Henson's Fraggle Rock: Journey to the Everspring (2018 series) ;;;;;;;;;;Jim Henson's Fraggle Rock: Journey to the Everspring (2018 series) ;;;;;;;;;October 2018
Boom! Studios;Jim Henson's Fraggle Rock: Mokey Loses Her Muse (2018 series) ;;;;;;;;;;;Jim Henson's Fraggle Rock: Mokey Loses Her Muse (2018 series) ;;;;;;;;2018
Boom! Studios;Jim Henson's Labyrinth: Coronation (2018 series) #1;; #1; #2; #3; #4;; #5; #6; #7; #8;; #9;;;;;;;
Boom! Studios;Jim Henson's Labyrinth: Shortcuts (2018 series) #1;;;;;;;;; #1;;;;;;;;;;September 2018
Boom! Studios;Jim Henson's Labyrinth: Under the Spell (2018 series) #1;;;;;;;;;;; #1;;;;;;;;November 2018
Boom! Studios;Jim Henson's The Power of the Dark Crystal (2017 series) #2;#10;#11;#12;;;;;;;;;;;;;;;;April 2018
Boom! Studios;Jim Henson's The Storyteller: Fairies (2018 series) ;;;;;;;;Jim Henson's The Storyteller: Fairies (2018 series) ;;;;;;;;;;;August 2018
Boom! Studios;Joyride (2016 series) #3;; #3;;;;;;;;;;;;;;;;;
Boom! Studios;Judas (2017 series) #2; #2; #3; #4;;;;;;;;;;;;;;;;January 2018
Boom! Studios;Klaus and the Crying Snowman (2018 series) #1;;;;;;;;;;;; #1;;;;;;;December 2018
Boom! Studios;Kong of Skull Island (2017 series) #3;; #3;;;;;;;;;;;;;;;;;February 2018
Boom! Studios;Kong of Skull Island 2018 Special (2018 series) #1;;;;; #1;;;;;;;;;;;;;;2018
Boom! Studios;Kong on the Planet of the Apes (2017 series) #3; #3; #4; #5; #6;;;;;;;;;;;;;;;January 2018
Boom! Studios;Lazaretto (2017 series) #5 of 5; #5;;;;;;;;;;;;;;;;;;January 2018
Boom! Studios;Lucas Stand Inner Demons (2018 series) #3;; #1; #2; #3; #4;;;;;;;;;;;;;;
Boom! Studios;Lucy Dreaming (2018 series) #1;;; #1; #2; #3; #4; #5;;;;;;;;;;;;March 2018
Boom! Studios;Lumberjanes (2014 series) #46; #46; #47; #48; #49; #50; #51; #52; #53; #54; #55; #56; #57;;;;;;;
Boom! Studios;Lumberjanes Bonus Tracks (2018 series) ;;;Lumberjanes Bonus Tracks (2018 series) ;;;;;;;;;;;;;;;;March 2018
Boom! Studios;Lumberjanes to the Max Edition (2015 series) #4;;;;;; #4;;;;;;;;;;;;;
Boom! Studios;Lumberjanes: A Midsummer Night's Scheme (2018 series) #1;;;;;;;; #1;;;;;;;;;;;August 2018
Boom! Studios;Mech Cadet Yu (2017 series) #5; #5; #6; #7; #8;; #9; #10; #11; #12;;;;;;;;;;January 2018
Boom! Studios;Mech Cadet Yu (2018 series) #2;;;;;;;;;; #2;;;;;;;;;October 2018
Boom! Studios;Mighty Morphin Power Rangers (2016 series) #23; #23; #24; #25; #26; #27; #28; #29; #30; #31; #32; #33; #34;;;;;;;January 2018
Boom! Studios;Mighty Morphin Power Rangers 2018 Annual (2018 series) #1;;;; #1;;;;;;;;;;;;;;;2018
Boom! Studios;Mighty Morphin Power Rangers 25th Anniversary Special (2018 series) #1;;;;;; #1;;;;;;;;;;;;;June 2018
Boom! Studios;Mighty Morphin Power Rangers Free Comic Book Day 2018 Special (2018 series) ;;;;;FCBD;;;;;;;;;;;;;;May 2018
Boom! Studios;Mighty Morphin Power Rangers: Shattered Grid (2018 series) #1;;;;;;;; #1;;;;;;;;;;;August 2018
Boom! Studios;Misfit City (2017 series) #2;;;;; #2;;;;;;;;;;;;;;
Boom! Studios;Nuclear Winter (2018 series) #1;;;;; #1;;;;;;;;;;;;;;May 2018
Boom! Studios;Over the Garden Wall (2017 series) #3; #3;;;;; #4;;; #5;;;;;;;;;;
Boom! Studios;Over the Garden Wall and into the Unknown (2018 series) ;;;;;;;;;;HCF;;;;;;;;;October 2018
